"tau2","model","heuristic","optDelta","minPsi","MIV","MISB","pc"
0.06,"Linear (2 factor)","Split",0.342651580180379,1.49480157777277,1.121625316937,0.373176260835774,0.173205080756888
0.064,"Linear (2 factor)","Split",0.347678653576618,1.519459031007,1.12834094933438,0.391118081672614,0.178885438199983
0.068,"Linear (2 factor)","Split",0.352425556049623,1.54370571401202,1.1347715899999,0.408934124012123,0.184390889145858
0.072,"Linear (2 factor)","Split",0.356939255965186,1.56758122266071,1.14096758983287,0.426613632827836,0.134164078649987
0.076,"Linear (2 factor)","Split",0.361226301917016,1.59111939824733,1.14692652789527,0.444192870352057,0.137840487520902
0.08,"Linear (2 factor)","Split",0.365312220896576,1.61434941907657,1.15267365889866,0.461675760177908,0.1
0.084,"Linear (2 factor)","Split",0.369213575304946,1.63729663820805,1.15822340766493,0.479073230543127,0.102469507659596
0.088,"Linear (2 factor)","Split",0.372953119746283,1.6599832407767,1.16360046444398,0.496382776332714,0.20976176963403
0.092,"Linear (2 factor)","Split",0.376550980319293,1.68242876024602,1.16882727914395,0.51360148110207,0.214476105895272
0.096,"Linear (2 factor)","Split",0.380012656250595,1.7046504957866,1.17390608450105,0.530744411285548,0.219089023002066
0.1,"Linear (2 factor)","Split",0.383323700690923,1.72666384536761,1.17880989616622,0.547853949201393,0.223606797749979
0.104,"Linear (2 factor)","Split",0.386558160708179,1.74848259277146,1.18364396141491,0.564838631356552,0.228035085019828
0.108,"Linear (2 factor)","Split",0.389637433606126,1.77011910630029,1.18828641188967,0.581832694410613,0.16431676725155
0.112,"Linear (2 factor)","Split",0.392634616122115,1.79158456461054,1.19284305359549,0.598741511015043,0.167332005306815
0.116,"Linear (2 factor)","Split",0.395535973664879,1.81288907912992,1.19728983791799,0.615599241211931,0.120415945787923
0.12,"Linear (2 factor)","Split",0.398347532080938,1.83404184245563,1.20163275711185,0.632409085343779,0.122474487139159
0.124,"Linear (2 factor)","Split",0.401074742864304,1.85505123646041,1.20587726599486,0.649173970465552,0.248997991959775
0.128,"Linear (2 factor)","Split",0.403763250609179,1.87592492660556,1.21009237907452,0.665832547531041,0.25298221281347
0.132,"Linear (2 factor)","Split",0.406332516793951,1.89666993947793,1.2141492510996,0.682520688378324,0.256904651573303
0.136,"Linear (2 factor)","Split",0.408850547775459,1.91729275016723,1.21815253205438,0.699140218112851,0.260768096208106
0.14,"Linear (2 factor)","Split",0.411296706622513,1.93779931423024,1.22206750974901,0.71573180448123,0.264575131106459
0.144,"Linear (2 factor)","Split",0.413680478984208,1.95819514252582,1.22590732184574,0.732287820680072,0.189736659610103
0.148,"Linear (2 factor)","Split",0.416005067247796,1.97848533809438,1.22967531964753,0.748810018446845,0.192353840616713
0.152,"Linear (2 factor)","Split",0.418273424600009,1.99867463748342,1.23337460998193,0.765300027501494,0.137840487520902
0.156,"Linear (2 factor)","Split",0.420488280390685,2.0187674458472,1.23700807894412,0.78175936690308,0.139642400437689
0.16,"Linear (2 factor)","Split",0.422652162354177,2.03876786788361,1.2405784128164,0.798189455067216,0.282842712474619
0.164,"Linear (2 factor)","Split",0.424767416140198,2.05867973519266,1.24408811655294,0.814591618639718,0.286356421265527
0.168,"Linear (2 factor)","Split",0.426805454124614,2.07850663050243,1.24748806271278,0.831018567789652,0.289827534923789
0.172,"Linear (2 factor)","Split",0.42883735372064,2.09825190908766,1.25089573206565,0.847356177022009,0.293257565972304
0.176,"Linear (2 factor)","Split",0.430828191001527,2.11791871914127,1.25425195407556,0.863666765065708,0.296647939483827
0.18,"Linear (2 factor)","Split",0.43277697775158,2.13751001760541,1.25755400149502,0.879956016110389,0.212132034355964
0.184,"Linear (2 factor)","Split",0.434688061344951,2.15702858544488,1.260808239827,0.896220345617877,0.214476105895272
0.188,"Linear (2 factor)","Split",0.436562056840079,2.17647704261976,1.26401479437202,0.912462248247742,0.153297097167559
0.192,"Linear (2 factor)","Split",0.438400394003065,2.19585786009094,1.26717522948494,0.928682630605992,0.154919333848297
0.196,"Linear (2 factor)","Split",0.440204417119619,2.21517337125402,1.27029102177756,0.944882349476466,0.313049516849971
0.2,"Linear (2 factor)","Split",0.441975391783984,2.23442578219572,1.27336356681817,0.961062215377549,0.316227766016838
0.22,"Linear (2 factor)","Split",0.450370480277289,2.32981073966946,1.2881151353049,1.04169560436456,0.33166247903554
0.24,"Linear (2 factor)","Split",0.458127253408772,2.42389005509427,1.30201883130995,1.12187122378431,0.346410161513775
0.26,"Linear (2 factor)","Split",0.465337967162082,2.51683953158488,1.31517900727322,1.20166052431167,0.360555127546399
0.28,"Linear (2 factor)","Split",0.472123097442589,2.60879926347158,1.32776854337295,1.28103072009863,0.264575131106459
0.3,"Linear (2 factor)","Split",0.478464805654952,2.69988281454641,1.33971483916499,1.36016797538143,0.273861278752583
0.32,"Linear (2 factor)","Split",0.484474633528257,2.79018361131356,1.35119472861646,1.4389888826971,0.2
0.34,"Linear (2 factor)","Split",0.490185975053694,2.87977946167312,1.36224626609165,1.51753319558147,0.206155281280883
0.36,"Linear (2 factor)","Split",0.495632361249373,2.9687358836245,1.37291241155399,1.59582347207051,0.424264068711929
0.38,"Linear (2 factor)","Split",0.499940046492865,3.0571172121676,1.38143551941795,1.67568169274965,0.435889894354067
0.4,"Linear (2 factor)","Split",0.499958462232881,3.14530869677767,1.38147212002054,1.76383657675714,0.447213595499958
0.42,"Linear (2 factor)","Split",0.499944594642169,3.23350371259981,1.38144455856761,1.8520591540322,0.458257569495584
0.44,"Linear (2 factor)","Split",0.499924406729598,3.32170378468944,1.38140443705571,1.94029934763373,0.469041575982343
0.46,"Linear (2 factor)","Split",0.499949280518785,3.40988823177454,1.38145387152978,2.02843436024476,0.339116499156263
0.48,"Linear (2 factor)","Split",0.499939437872583,3.49808641151424,1.38143430983132,2.11665210168293,0.346410161513775
0.5,"Linear (2 factor)","Split",0.499922575683736,3.58629125482408,1.38140079811267,2.20489045671141,0.25
0.52,"Linear (2 factor)","Split",0.499926319136905,3.67448403380977,1.38140823770768,2.29307579610209,0.254950975679639
0.54,"Linear (2 factor)","Split",0.499929809640359,3.76267624102926,1.38141517465178,2.38126106637748,0.519615242270663
0.56,"Linear (2 factor)","Split",0.4999330719967,3.85086793253657,1.38142165822674,2.46944627430982,0.529150262212918
0.58,"Linear (2 factor)","Split",0.499937350273042,3.93905784328891,1.38143016089712,2.5576276823918,0.53851648071345
0.6,"Linear (2 factor)","Split",0.499941991426361,4.02724642269773,1.38143938483588,2.64580703786185,0.547722557505166
0.62,"Linear (2 factor)","Split",0.499946356316441,4.11543437783358,1.38144805980288,2.7339863180307,0.556776436283002
0.64,"Linear (2 factor)","Split",0.499950468898735,4.20362176281966,1.38145623339402,2.82216552942563,0.4
0.66,"Linear (2 factor)","Split",0.499954350436663,4.29180862569797,1.38146394785727,2.9103446778407,0.406201920231798
0.68,"Linear (2 factor)","Split",0.49995801986946,4.37999500926025,1.38147124082333,2.99852376843692,0.291547594742265
0.7,"Linear (2 factor)","Split",0.499920796567731,4.46825047809037,1.38139726238597,3.0868532157044,0.295803989154981
0.72,"Linear (2 factor)","Split",0.499924090808744,4.55644030644125,1.381403809207,3.17503649723425,0.6
0.74,"Linear (2 factor)","Split",0.499927218676673,4.64462975882017,1.381410025427,3.26321973339318,0.608276253029822
0.76,"Linear (2 factor)","Split",0.499930192465475,4.73281886300537,1.3814159354724,3.35140292753297,0.616441400296898
0.78,"Linear (2 factor)","Split",0.49995713693712,4.82095626772064,1.38146948599788,3.43948678172275,0.62449979983984
0.8,"Linear (2 factor)","Split",0.49995720604134,4.90914808198559,1.3814696233422,3.52767845864339,0.632455532033676
0.82,"Linear (2 factor)","Split",0.499957271802216,4.99733988948639,1.38146975404166,3.61587013544472,0.452769256906871
0.84,"Linear (2 factor)","Split",0.499957334456651,5.08553169070231,1.3814698785671,3.70406181213522,0.458257569495584
0.86,"Linear (2 factor)","Split",0.499957394219681,5.17372348606844,1.38146999734589,3.79225348872255,0.3278719262151
0.88,"Linear (2 factor)","Split",0.499957451286943,5.26191527598057,1.38147011076687,3.88044516521369,0.33166247903554
0.9,"Linear (2 factor)","Split",0.499957505836812,5.35010706079957,1.38147021918456,3.96863684161501,0.670820393249937
0.92,"Linear (2 factor)","Split",0.499957558032268,5.43829884085519,1.38147032292286,4.05682851793232,0.678232998312527
0.94,"Linear (2 factor)","Split",0.499957608022518,5.5264906164493,1.38147042227834,4.14502019417096,0.685565460040104
0.96,"Linear (2 factor)","Split",0.499957655944423,5.61468238785878,1.381470517523,4.23321187033579,0.692820323027551
0.98,"Linear (2 factor)","Split",0.499957701923747,5.70287415533809,1.38147060890679,4.32140354643131,0.7
1,"Linear (2 factor)","Split",0.499957746076262,5.79106591912146,1.38147069665981,4.40959522246165,0.5
0,"Linear (2 factor)","Retain",0.000166100350655761,0.833388709315922,0.833388709315922,0,0
0.004,"Linear (2 factor)","Retain",0.242956690007997,1.01439347373462,0.93826807187948,0.0761254018551409,0.0223606797749979
0.008,"Linear (2 factor)","Retain",0.293961037746176,1.07799218298326,0.968003291777236,0.109988891206024,0.0316227766016838
0.012,"Linear (2 factor)","Retain",0.327337433165405,1.12814446009248,0.989338910610593,0.138805549481891,0.0774596669241483
0.016,"Linear (2 factor)","Retain",0.352569715495069,1.17173236342032,1.00655163188468,0.165180731535642,0.0894427190999916
0.02,"Linear (2 factor)","Retain",0.3730213767218,1.21128639923466,1.021236578119,0.19004982111566,0.1
0.024,"Linear (2 factor)","Retain",0.390251392244316,1.24806022976669,1.03414723586504,0.213912993901652,0.109544511501033
0.028,"Linear (2 factor)","Retain",0.40516980774317,1.28277917912224,1.04574317216722,0.23703600695502,0.118321595661992
0.032,"Linear (2 factor)","Retain",0.418380818908353,1.31590576564778,1.05634894948018,0.259556816167608,0.0894427190999916
0.036,"Linear (2 factor)","Retain",0.430204643790527,1.34775545007828,1.06611950503883,0.28163594503945,0.0948683298050514
0.04,"Linear (2 factor)","Retain",0.440922536398663,1.37855429083563,1.0752110201241,0.303343270711532,0.0707106781186548
0.044,"Linear (2 factor)","Retain",0.450726833144554,1.40847055023058,1.08372910080438,0.324741449426202,0.0741619848709566
0.048,"Linear (2 factor)","Retain",0.459762765387429,1.43763329549168,1.09175489472274,0.345878400768937,0.154919333848297
0.052,"Linear (2 factor)","Retain",0.468183465098106,1.46614397821394,1.09938949867548,0.366754479538454,0.161245154965971
0.056,"Linear (2 factor)","Retain",0.475996433467999,1.4940839780773,1.10661029993963,0.387473678137673,0.167332005306815
0.06,"Linear (2 factor)","Retain",0.483313918684133,1.52151969600011,1.1134956350279,0.408024060972215,0.173205080756888
0.064,"Linear (2 factor)","Retain",0.490159274024404,1.54850610766039,1.12004622297113,0.428459884689265,0.178885438199983
0.068,"Linear (2 factor)","Retain",0.496649382090505,1.57508930792241,1.12635656090558,0.448732747016835,0.130384048104053
0.072,"Linear (2 factor)","Retain",0.502790419005269,1.60130837215844,1.13241853636615,0.468889835792281,0.134164078649987
0.076,"Linear (2 factor)","Retain",0.508617056112039,1.6271967481526,1.13825346842007,0.488943279732532,0.0974679434480896
0.08,"Linear (2 factor)","Retain",0.514158958862641,1.65278331377896,1.14387981561898,0.508903498159981,0.1
0.084,"Linear (2 factor)","Retain",0.519441717034647,1.67809319362301,1.14931368414537,0.528779509477635,0.204939015319192
0.088,"Linear (2 factor)","Retain",0.524487566942913,1.70314839821485,1.15456922586398,0.548579172350863,0.20976176963403
0.092,"Linear (2 factor)","Retain",0.529315959338925,1.72796833064663,1.15965895402909,0.568309376617543,0.214476105895272
0.096,"Linear (2 factor)","Retain",0.533984709196232,1.75257019241714,1.16463764176406,0.587932550653078,0.219089023002066
0.1,"Linear (2 factor)","Retain",0.538427566615662,1.77696931244277,1.16942842278575,0.607540889657022,0.223606797749979
0.104,"Linear (2 factor)","Retain",0.542698699619119,1.80117941598872,1.17408338859701,0.627096027391717,0.161245154965971
0.108,"Linear (2 factor)","Retain",0.546810143280505,1.82521284541242,1.17861060122316,0.646602244189264,0.16431676725155
0.112,"Linear (2 factor)","Retain",0.550755235924403,1.84908074316751,1.18299785113388,0.66608289203363,0.118321595661992
0.116,"Linear (2 factor)","Retain",0.554579959619154,1.87279321034493,1.18729212163159,0.685501088713344,0.120415945787923
0.12,"Linear (2 factor)","Retain",0.558274294886901,1.89635942887749,1.19147864673067,0.704880782146819,0.244948974278318
0.124,"Linear (2 factor)","Retain",0.561846208905762,1.91978777637186,1.19556295512916,0.724224821242704,0.248997991959775
0.128,"Linear (2 factor)","Retain",0.565302955685869,1.94308591833199,1.1995501253356,0.743535792996393,0.25298221281347
0.132,"Linear (2 factor)","Retain",0.56865115958145,1.96626088829945,1.20344483545916,0.762816052840292,0.256904651573303
0.136,"Linear (2 factor)","Retain",0.571896886839182,1.9893191568589,1.20725140614165,0.782067750717256,0.260768096208106
0.14,"Linear (2 factor)","Retain",0.575045707186657,2.01226669133443,1.21097383774308,0.801292853591349,0.187082869338697
0.144,"Linear (2 factor)","Retain",0.578102747095435,2.0351090076601,1.2146158427013,0.820493164958799,0.189736659610103
0.148,"Linear (2 factor)","Retain",0.581072736034032,2.05785121563729,1.21818087380114,0.839670341836153,0.136014705087354
0.152,"Linear (2 factor)","Retain",0.583960046799,2.08049805857598,1.22167214897165,0.858825909604331,0.137840487520902
0.156,"Linear (2 factor)","Retain",0.586768730815814,2.10305394814489,1.2250926731184,0.877961275026491,0.279284800875379
0.16,"Linear (2 factor)","Retain",0.58950254914488,2.12552299511614,1.22844525740877,0.897077737707375,0.282842712474619
0.164,"Linear (2 factor)","Retain",0.592164996944446,2.14790903657756,1.23173253281657,0.916176503760986,0.286356421265527
0.168,"Linear (2 factor)","Retain",0.594759328603365,2.17021566009363,1.23495696641287,0.935258693680764,0.289827534923789
0.172,"Linear (2 factor)","Retain",0.597288597156738,2.19244622522103,1.23812089741739,0.954325327803642,0.293257565972304
0.176,"Linear (2 factor)","Retain",0.599747916116208,2.21460388309867,1.2412167544824,0.973387128616266,0.20976176963403
0.18,"Linear (2 factor)","Retain",0.602148619344768,2.23669159305846,1.24425744090079,0.992434152157674,0.212132034355964
0.184,"Linear (2 factor)","Retain",0.60453387337831,2.25871213782444,1.24729691022432,1.01141522760011,0.151657508881031
0.188,"Linear (2 factor)","Retain",0.606824545653179,2.28066813576368,1.25023319974712,1.03043493601656,0.153297097167559
0.192,"Linear (2 factor)","Retain",0.60906346669901,2.30256206051653,1.2531196904052,1.04944237011133,0.309838667696593
0.196,"Linear (2 factor)","Retain",0.611252644339352,2.32439624466381,1.25595796849483,1.06843827616898,0.313049516849971
0.2,"Linear (2 factor)","Retain",0.613395671207403,2.34617289281638,1.25875176084304,1.08742113197333,0.316227766016838
0.22,"Linear (2 factor)","Retain",0.623442178290246,2.45426238921549,1.27205455798506,1.18220783123043,0.33166247903554
0.24,"Linear (2 factor)","Retain",0.632525626923515,2.56118469969184,1.28438026855028,1.27680443114156,0.346410161513775
0.26,"Linear (2 factor)","Retain",0.640778484408517,2.66711472551225,1.29583149126593,1.37128323424632,0.254950975679639
0.28,"Linear (2 factor)","Retain",0.648331566807912,2.77219139875771,1.30652807385349,1.46566332490422,0.264575131106459
0.3,"Linear (2 factor)","Retain",0.655279598522959,2.87652695095148,1.31655479924367,1.55997215170781,0.193649167310371
0.32,"Linear (2 factor)","Retain",0.661699833580217,2.9802133573621,1.32598273532793,1.65423062203417,0.2
0.34,"Linear (2 factor)","Retain",0.667655953715573,3.08332693604192,1.33487193043864,1.74845500560328,0.412310562561766
0.36,"Linear (2 factor)","Retain",0.673201073327457,3.18593170510817,1.34327366469248,1.84265804041568,0.424264068711929
0.38,"Linear (2 factor)","Retain",0.678379952424419,3.2880818821274,1.3512321382444,1.936849743883,0.435889894354067
0.4,"Linear (2 factor)","Retain",0.683230656655738,3.38982377718138,1.35878576041518,2.0310380167662,0.447213595499958
0.42,"Linear (2 factor)","Retain",0.687785823057709,3.49119724875464,1.36596814993621,2.12522909881843,0.458257569495584
0.44,"Linear (2 factor)","Retain",0.692073882108796,3.59223683874662,1.37280931179206,2.21942752695456,0.33166247903554
0.46,"Linear (2 factor)","Retain",0.696129132117172,3.69297266938203,1.37935138131486,2.31362128806718,0.339116499156263
0.48,"Linear (2 factor)","Retain",0.699952794782709,3.79343115364945,1.38558511144812,2.40784604220133,0.244948974278318
0.5,"Linear (2 factor)","Retain",0.70356328997775,3.89363557540757,1.39153019807223,2.50210537733533,0.25
0.52,"Linear (2 factor)","Retain",0.706998638724762,3.99360656140407,1.3972406248811,2.59636593652296,0.509901951359279
0.54,"Linear (2 factor)","Retain",0.710263000810479,4.09336245623191,1.4027159375324,2.6906465186995,0.519615242270663
0.56,"Linear (2 factor)","Retain",0.71336955092934,4.19291964628083,1.40797147723052,2.78494816905031,0.529150262212918
0.58,"Linear (2 factor)","Retain",0.716330080766702,4.29229282254944,1.41302117990531,2.87927164264414,0.53851648071345
0.6,"Linear (2 factor)","Retain",0.719155182651093,4.39149520208475,1.4178777440358,2.97361745804894,0.547722557505166
0.62,"Linear (2 factor)","Retain",0.721854403834329,4.49053871462642,1.42255277369729,3.06798594092914,0.393700393700591
0.64,"Linear (2 factor)","Retain",0.724436376863314,4.58943416081295,1.42705690117326,3.16237725963968,0.4
0.66,"Linear (2 factor)","Retain",0.726908930356446,4.68819134698995,1.43139989260098,3.25679145438896,0.287228132326901
0.68,"Linear (2 factor)","Retain",0.729279183614592,4.78681920064749,1.43559073944054,3.35122846120695,0.291547594742265
0.7,"Linear (2 factor)","Retain",0.731553627812235,4.88532586972649,1.43963773802387,3.44568813170262,0.591607978309962
0.72,"Linear (2 factor)","Retain",0.733738195989991,4.98371880841889,1.44354855903526,3.54017024938363,0.6
0.74,"Linear (2 factor)","Retain",0.735838323646045,5.08200485160113,1.44733030843251,3.63467454316862,0.608276253029822
0.76,"Linear (2 factor)","Retain",0.737859001399461,5.18019027965503,1.45098958106308,3.72920069859195,0.616441400296898
0.78,"Linear (2 factor)","Retain",0.739804692187148,5.27828087511192,1.45453227296661,3.82374860214531,0.62449979983984
0.8,"Linear (2 factor)","Retain",0.741676318997162,5.37628197237572,1.45795801571117,3.91832395666455,0.447213595499958
0.82,"Linear (2 factor)","Retain",0.743487699282208,5.47419850142474,1.46129031208524,4.01290818933949,0.452769256906871
0.84,"Linear (2 factor)","Retain",0.745235920047949,5.57203502631826,1.46452220941749,4.10751281690078,0.324037034920393
0.86,"Linear (2 factor)","Retain",0.7469243325448,5.66979577943934,1.46765835316391,4.20213742627543,0.3278719262151
0.88,"Linear (2 factor)","Retain",0.748556048325204,5.76748469180111,1.47070309515291,4.29678159664819,0.66332495807108
0.9,"Linear (2 factor)","Retain",0.750133960830785,5.86510542003133,1.47366051732676,4.39144490270457,0.670820393249937
0.92,"Linear (2 factor)","Retain",0.751660764634488,5.96266137044989,1.47653445312604,4.48612691732385,0.678232998312527
0.94,"Linear (2 factor)","Retain",0.753138972640508,6.06015572060459,1.47932850680492,4.58082721379967,0.685565460040104
0.96,"Linear (2 factor)","Retain",0.754570931492626,6.157591438578,1.48204607090994,4.67554536766806,0.692820323027551
0.98,"Linear (2 factor)","Retain",0.755958835409423,6.25497130033454,1.48469034213056,4.77028095820398,0.494974746830583
1,"Linear (2 factor)","Retain",0.757304738634096,6.35229790533972,1.48726433570147,4.86503356963825,0.5
0,"Quadratic (3 factor)","Split",0.000178470061194329,3.91811963633003,3.91811963633003,0,0
0.004,"Quadratic (3 factor)","Split",0.189475593573952,5.49350035952743,4.88353627967192,0.609964079855515,0.0223606797749979
0.008,"Quadratic (3 factor)","Split",0.221629141396087,5.99915571791159,5.13116550863794,0.867990209273643,0.0632455532033676
0.012,"Quadratic (3 factor)","Split",0.242463089225085,6.39271346119946,5.30968115592709,1.08303230527237,0.0774596669241483
0.016,"Quadratic (3 factor)","Split",0.258148933373821,6.73121622307803,5.45447036003775,1.27674586304029,0.0894427190999916
0.02,"Quadratic (3 factor)","Split",0.270844982415916,7.03567840611644,5.57870019799503,1.45697820812141,0.1
0.024,"Quadratic (3 factor)","Split",0.28155025884922,7.31654238576471,5.68864514411877,1.62789724164594,0.109544511501033
0.028,"Quadratic (3 factor)","Split",0.290841671828437,7.57986923308198,5.78812133325015,1.79174789983183,0.0836660026534076
0.032,"Quadratic (3 factor)","Split",0.299022879697228,7.82953638349718,5.87896814691281,1.95056823658437,0.0894427190999916
0.036,"Quadratic (3 factor)","Split",0.306390038518808,8.06819654264536,5.96348841417738,2.10470812846797,0.0670820393249937
0.04,"Quadratic (3 factor)","Split",0.313082820670312,8.2977564365565,6.04257965743153,2.25517677912496,0.0707106781186548
0.044,"Quadratic (3 factor)","Split",0.319209892516031,8.51963936551204,6.11697437102891,2.40266499448313,0.148323969741913
0.048,"Quadratic (3 factor)","Split",0.324861975049006,8.734940069043,6.18733739900997,2.54760267003303,0.154919333848297
0.052,"Quadratic (3 factor)","Split",0.330105090094647,8.94452133868235,6.25413922349438,2.69038211518797,0.161245154965971
0.056,"Quadratic (3 factor)","Split",0.33498232478228,9.14907703449283,6.31763515660368,2.83144187788916,0.167332005306815
0.06,"Quadratic (3 factor)","Split",0.339583044629961,9.34917474132906,6.37875744196002,2.97041729936904,0.173205080756888
0.064,"Quadratic (3 factor)","Split",0.34388965888146,9.5452854904648,6.4370753240691,3.1082101663957,0.126491106406735
0.068,"Quadratic (3 factor)","Split",0.347977717584865,9.73780512160603,6.49344118299459,3.24436393861144,0.130384048104053
0.072,"Quadratic (3 factor)","Split",0.351867073996433,9.92707001830978,6.5479965240636,3.37907349424618,0.0948683298050514
0.076,"Quadratic (3 factor)","Split",0.355527848883126,10.1133686652811,6.60018906228006,3.51317960300107,0.0974679434480896
0.08,"Quadratic (3 factor)","Split",0.359029026305546,10.2969507828259,6.65088525946038,3.64606552336551,0.2
0.084,"Quadratic (3 factor)","Split",0.362370779656528,10.4780340302699,6.69999576609499,3.7780382641749,0.204939015319192
0.088,"Quadratic (3 factor)","Split",0.365566579150396,10.6568095071268,6.74763255529261,3.90917695183424,0.20976176963403
0.092,"Quadratic (3 factor)","Split",0.368668901595537,10.8334460124058,6.79451367102547,4.03893234138034,0.214476105895272
0.096,"Quadratic (3 factor)","Split",0.371606724616699,11.0080934601661,6.8394969185526,4.16859654161354,0.219089023002066
0.1,"Quadratic (3 factor)","Split",0.374438653709449,11.1808858149905,6.88340810737993,4.29747770761056,0.158113883008419
0.104,"Quadratic (3 factor)","Split",0.37716640066508,11.3519431778229,6.92622094148893,4.42572223633401,0.161245154965971
0.108,"Quadratic (3 factor)","Split",0.379796063812593,11.5213737789317,6.96798119001651,4.55339258891518,0.116189500386222
0.112,"Quadratic (3 factor)","Split",0.382334176520247,11.6892755277677,7.00874681355645,4.68052871421127,0.118321595661992
0.116,"Quadratic (3 factor)","Split",0.384786360770504,11.8557373218361,7.04856619642161,4.80717112541445,0.240831891575846
0.12,"Quadratic (3 factor)","Split",0.387145698165839,12.0208401539556,7.08728534236707,4.93355481158855,0.244948974278318
0.124,"Quadratic (3 factor)","Split",0.389459742021712,12.1846580615923,7.12565394201836,5.05900411957395,0.248997991959775
0.128,"Quadratic (3 factor)","Split",0.391678570084011,12.3472588788473,7.16281328741666,5.18444559143065,0.25298221281347
0.132,"Quadratic (3 factor)","Split",0.393842820945855,12.5087050105826,7.19941102119054,5.30929398939209,0.256904651573303
0.136,"Quadratic (3 factor)","Split",0.395943919088204,12.6690539402254,7.23527739359261,5.43377654663276,0.184390889145858
0.14,"Quadratic (3 factor)","Split",0.397985213721095,12.8283587847666,7.27044382117523,5.5579149635914,0.187082869338697
0.144,"Quadratic (3 factor)","Split",0.39996979004226,12.9866687322629,7.30493948565056,5.68172924661238,0.134164078649987
0.148,"Quadratic (3 factor)","Split",0.401900496744971,13.1440294313416,7.33879155416188,5.80523787717974,0.136014705087354
0.152,"Quadratic (3 factor)","Split",0.403779969991646,13.3004833327194,7.37202537222609,5.92845796049333,0.275680975041804
0.156,"Quadratic (3 factor)","Split",0.405621837693704,13.4560700137179,7.40486483878286,6.05120517493501,0.279284800875379
0.16,"Quadratic (3 factor)","Split",0.407375222118913,13.6108263673647,7.43637788381285,6.1744484835519,0.282842712474619
0.164,"Quadratic (3 factor)","Split",0.409154431724687,13.7647869037327,7.46860779996835,6.29617910376431,0.286356421265527
0.168,"Quadratic (3 factor)","Split",0.410850776516453,13.9179839585973,7.49957580601945,6.41840815257785,0.289827534923789
0.172,"Quadratic (3 factor)","Split",0.412506795627586,14.0704478860144,7.53003480289645,6.54041308311798,0.207364413533277
0.176,"Quadratic (3 factor)","Split",0.41412421228258,14.2222071853891,7.56000226518062,6.66220492020846,0.20976176963403
0.18,"Quadratic (3 factor)","Split",0.415704640281432,14.3732886700255,7.58949467561373,6.78379399441182,0.15
0.184,"Quadratic (3 factor)","Split",0.417253075204179,14.5237175980044,7.6185932648881,6.90512433311627,0.151657508881031
0.188,"Quadratic (3 factor)","Split",0.418769572827032,14.6735177929318,7.64728816981878,7.02622962311298,0.306594194335118
0.192,"Quadratic (3 factor)","Split",0.420253709962142,14.8227117607882,7.67556048018881,7.14715128059943,0.309838667696593
0.196,"Quadratic (3 factor)","Split",0.421706744742887,14.97132078356,7.70342350580859,7.26789727775138,0.313049516849971
0.2,"Quadratic (3 factor)","Split",0.42312986287243,15.1193650089482,7.73088987313972,7.38847513580849,0.316227766016838
0.22,"Quadratic (3 factor)","Split",0.429833785573793,15.8517496020251,7.86267167973248,7.98907792229265,0.33166247903554
0.24,"Quadratic (3 factor)","Split",0.43593434318184,16.5725081569591,7.9861119283971,8.58639622856196,0.244948974278318
0.26,"Quadratic (3 factor)","Split",0.441523701158817,17.2832628426668,8.10224653220198,9.18101631046478,0.254950975679639
0.28,"Quadratic (3 factor)","Split",0.44671508749901,17.9853130492688,8.21279149265791,9.77252155661087,0.187082869338697
0.3,"Quadratic (3 factor)","Split",0.451485246584084,18.6797170970184,8.31670395266384,10.3630131443545,0.193649167310371
0.32,"Quadratic (3 factor)","Split",0.453429369302728,19.3683666732288,8.35970987957576,11.008656793653,0.4
0.34,"Quadratic (3 factor)","Split",0.453429926875478,20.0564064635941,8.3597222687249,11.6966841948692,0.412310562561766
0.36,"Quadratic (3 factor)","Split",0.453418747485058,20.7444880766749,8.35947387107594,12.3850142055989,0.424264068711929
0.38,"Quadratic (3 factor)","Split",0.453456815711077,21.4323489341954,8.36031977061417,13.0720291635813,0.435889894354067
0.4,"Quadratic (3 factor)","Split",0.45342878306788,22.1205347280914,8.359696853595,13.7608378744964,0.447213595499958
0.42,"Quadratic (3 factor)","Split",0.453432329868303,22.8085481848349,8.35977566308231,14.4487725217526,0.324037034920393
0.44,"Quadratic (3 factor)","Split",0.453436464211639,23.4965458775371,8.35986752932272,15.1366783482144,0.33166247903554
0.46,"Quadratic (3 factor)","Split",0.45344130278043,24.1845240010384,8.35997504585876,15.8245489551796,0.239791576165636
0.48,"Quadratic (3 factor)","Split",0.453445768685009,24.8724927972818,8.36007428364183,16.51241851364,0.244948974278318
0.5,"Quadratic (3 factor)","Split",0.453449903391202,25.560453303596,8.36016616361044,17.2002871399856,0.5
0.52,"Quadratic (3 factor)","Split",0.453453742431819,26.2484064089588,8.36025147496454,17.8881549339942,0.509901951359279
0.54,"Quadratic (3 factor)","Split",0.453457316431356,26.9363528796061,8.36033089791313,18.576021981693,0.519615242270663
0.56,"Quadratic (3 factor)","Split",0.453419955064711,27.6250296640864,8.35950070197399,19.2655289621124,0.529150262212918
0.58,"Quadratic (3 factor)","Split",0.45342307516026,28.3130232989365,8.3595700272533,19.9534532716832,0.53851648071345
0.6,"Quadratic (3 factor)","Split",0.453426000072546,29.0010120477461,8.35963501666472,20.6413770310814,0.387298334620742
